Unnamed: 0,TaxId,Species,FamilyId,FamilyName,OrderId,OrderName,TSA,BioProject_id,Publication(PMID/DOI),lotus_hits,osk_hits,oskar_hits
113,315587,Eulimnogammarus viridulus,315662,Eulimnogammaridae,6821,Amphipoda,GEPU,PRJNA321360,None,GEPU01038016.1_6,None,None
114,58370,Eulimnogammarus vittatus,315662,Eulimnogammaridae,6821,Amphipoda,GEPV,PRJNA321360,None,GEPV01052633.1_4,GEPV01033081.1_3,None
115,75818,Eulimnogammarus cruentus,315662,Eulimnogammaridae,6821,Amphipoda,GEPW,PRJNA321360,None,"GEPW01015098.1_2,GEPW01015099.1_1,GEPW01019602.1_1,GEPW01050136.1_2","GEPW01043646.1_4,GEPW01043647.1_5,GEPW01043643.1_4",None
116,75818,Eulimnogammarus cruentus,315662,Eulimnogammaridae,6821,Amphipoda,GEPX,PRJNA321360,None,"GEPX01060495.1_6,GEPX01033171.1_3,GEPX01033170.1_2,GEPX01033173.1_1","GEPX01058680.1_6,GEPX01058677.1_5,GEPX01058679.1_5",None
117,1842061,Eulimnogammarus czerskii,315662,Eulimnogammaridae,6821,Amphipoda,GEPY,PRJNA321360,None,None,GEPY01040722.1_3,None
118,1842062,Eulimnogammarus messerschmidtii,315662,Eulimnogammaridae,6821,Amphipoda,GEPZ,PRJNA321360,None,None,None,None
119,1842044,Eulimnogammarus sp,315662,Eulimnogammaridae,6821,Amphipoda,GEQA,PRJNA321360,None,GEQA01035609.1_1,GEQA01056594.1_1,None
120,1842045,Eulimnogammarus sp,315662,Eulimnogammaridae,6821,Amphipoda,GEQB,PRJNA321360,None,None,None,None
121,36941,Eulimnogammarus verrucosus,315662,Eulimnogammaridae,6821,Amphipoda,GEQC,PRJNA321360,None,"GEQC01099959.1_1,GEQC01076374.1_6",GEQC01042955.1_3,None
122,1842069,Garjajewia dershawini,315608,Acanthogammaridae,6821,Amphipoda,GEQD,PRJNA321360,None,None,"GEQD01034434.1_1,GEQD01034431.1_1",None
123,686704,Gmelinoides fasciatus,315599,Micruropodidae,6821,Amphipoda,GEQE,PRJNA321360,None,None,None,None
124,1842070,Hyalellopsis carinata,315608,Acanthogammaridae,6821,Amphipoda,GEQF,PRJNA321360,None,GEQF01040112.1_2,GEQF01039275.1_4,None
125,1842071,Hyalellopsis costata,315608,Acanthogammaridae,6821,Amphipoda,GEQG,PRJNA321360,None,"GEQG01072492.1_2,GEQG01089542.1_6,GEQG01096318.1_5,GEQG01045041.1_5",None,None
126,1842072,Hyalellopsis grisea,315608,Acanthogammaridae,6821,Amphipoda,GEQH,PRJNA321360,None,None,"GEQH01058469.1_3,GEQH01058470.1_3",None
127,1842073,Hyalellopsis setosa,315608,Acanthogammaridae,6821,Amphipoda,GEQI,PRJNA321360,None,GEQI01070157.1_6,GEQI01066331.1_6,None
128,1842074,Hyalellopsis stebbingi,315608,Acanthogammaridae,6821,Amphipoda,GEQJ,PRJNA321360,None,GEQJ01062659.1_4,GEQJ01055855.1_6,None
129,65455,Macrohectopus branickii,315682,Macrohectopidae,6821,Amphipoda,GEQK,PRJNA321360,None,None,"GEQK01029931.1_1,GEQK01031439.1_3",None
130,1842075,Macropereiopus wagneri,315662,Eulimnogammaridae,6821,Amphipoda,GEQL,PRJNA321360,None,GEQL01004066.1_6,None,None
131,1842076,Macropereiopus parvus,315662,Eulimnogammaridae,6821,Amphipoda,GEQM,PRJNA321360,None,"GEQM01036109.1_1,GEQM01036110.1_1,GEQM01066991.1_6",None,None
132,315602,Micruropus glaber,315599,Micruropodidae,6821,Amphipoda,GEQN,PRJNA321360,None,GEQN01046240.1_6,None,None
133,1842063,Micruropus parvulus,315599,Micruropodidae,6821,Amphipoda,GEQO,PRJNA321360,None,"GEQO01046598.1_2,GEQO01046599.1_1,GEQO01037653.1_3",None,None
134,686708,Micruropus wahlii,315599,Micruropodidae,6821,Amphipoda,GEQP,PRJNA321360,None,"GEQP01054577.1_6,GEQP01069366.1_6,GEQP01069368.1_6,GEQP01096262.1_3,GEQP01038876.1_2,GEQP01038961.1_2,GEQP01115211.1_3",GEQP01090314.1_3,None
135,65461,Odontogammarus calcaratus,315662,Eulimnogammaridae,6821,Amphipoda,GEQQ,PRJNA321360,None,None,"GEQQ01051183.1_3,GEQQ01051182.1_3,GEQQ01051188.1_3,GEQQ01051187.1_3,GEQQ01051184.1_3,GEQQ01016789.1_4",None
136,315607,Ommatogammarus albinus,315662,Eulimnogammaridae,6821,Amphipoda,GEQR,PRJNA321360,None,GEQR01064033.1_4,GEQR01071407.1_5,None
137,75829,Ommatogammarus flavus,315662,Eulimnogammaridae,6821,Amphipoda,GEQS,PRJNA321360,None,GEQS01025764.1_5,None,None
138,1842083,Pachyschesis branchialis,315696,Pachyschesidae,6821,Amphipoda,GEQT,PRJNA321360,None,GEQT01007459.1_1,None,None
139,1842083,Pachyschesis branchialis,315696,Pachyschesidae,6821,Amphipoda,GEQU,PRJNA321360,None,None,None,None
140,1842078,Pentagonurus dawydowi,315689,Pallaseidae,6821,Amphipoda,GEQV,PRJNA321360,None,GEQV01061067.1_4,"GEQV01062087.1_2,GEQV01062085.1_2",None
141,86506,Palicarinus puzyllii,315608,Acanthogammaridae,6821,Amphipoda,GEQW,PRJNA321360,None,GEQW01043744.1_6,GEQW01033891.1_6,None
142,315710,Pallasea cancelloides,315689,Pallaseidae,6821,Amphipoda,GEQX,PRJNA321360,None,None,None,None
143,686709,Pallaseopsis kessleri,315689,Pallaseidae,6821,Amphipoda,GEQY,PRJNA321360,None,GEQY01004958.1_4,None,None
144,1842046,Pallasea sp,315689,Pallaseidae,6821,Amphipoda,GEQZ,PRJNA321360,None,GEQZ01051789.1_5,"GEQZ01049865.1_1,GEQZ01049860.1_1",None
145,1842081,Pandorites podoceroides,315623,Pontogammaridae,6821,Amphipoda,GERA,PRJNA321360,None,None,None,None
146,1842079,Parapallasea wosnessenskii,315608,Acanthogammaridae,6821,Amphipoda,GERB,PRJNA321360,None,GERB01012121.1_1,GERB01056715.1_6,None
147,315702,Eulimnogammarus testaceus,315662,Eulimnogammaridae,6821,Amphipoda,GERC,PRJNA321360,None,GERC01072460.1_6,None,None
148,52639,Gammarus lacustris,36939,Gammaridae,6821,Amphipoda,GERD,PRJNA321360,None,None,None,None
149,1842077,Homalogammarus brandtii,315689,Pallaseidae,6821,Amphipoda,GERE,PRJNA321360,None,None,None,None
150,315710,Pallasea cancelloides,315689,Pallaseidae,6821,Amphipoda,GERF,PRJNA321360,None,None,None,None
151,686705,Linevichella vortex,315599,Micruropodidae,6821,Amphipoda,GERH,PRJNA321360,None,GERH01070947.1_5,None,None
152,52949,Pallasea cancellus,315689,Pallaseidae,6821,Amphipoda,GERI,PRJNA321360,None,GERI01016120.1_2,"GERI01056221.1_1,GERI01056219.1_1,GERI01056218.1_1",None
153,52950,Pallasea grubei,315689,Pallaseidae,6821,Amphipoda,GERJ,PRJNA321360,None,GERJ01023119.1_4,"GERJ01038909.1_3,GERJ01038908.1_3,GERJ01038913.1_3",None
154,315711,Parapallasea borowskii,315608,Acanthogammaridae,6821,Amphipoda,GERK,PRJNA321360,None,GERK01036969.1_2,GERK01038436.1_2,None
155,315614,Poekilogammarus pictoides,315608,Acanthogammaridae,6821,Amphipoda,GERL,PRJNA321360,None,GERL01075257.1_2,GERL01055476.1_6,None
156,6832,Tigriopus californicus,512265,Harpacticidae,41212,Harpacticoida,GBSZ,PRJNA263967,None,"GBSZ01004659.1_1,GBSZ01004153.1_1",None,None
157,6832,Tigriopus californicus,512265,Harpacticidae,41212,Harpacticoida,GBTC,PRJNA263967,None,"GBTC01004612.1_1,GBTC01004107.1_1",None,None
158,95602,Eriocheir sinensis,72876,Varunidae,6683,Decapoda,GBUF,PRJNA264349,25460100,GBUF01004847.1_3,None,None
159,6759,Carcinus maenas,1343471,Carcinidae,6683,Decapoda,GBXE,PRJNA255867,26076827,"GBXE01082791.1_4,GBXE01099155.1_5,GBXE01099165.1_5,GBXE01099159.1_5,GBXE01099161.1_5,GBXE01099158.1_6,GBXE01099160.1_6,GBXE01099173.1_6,GBXE01099172.1_4,GBXE01099170.1_6,GBXE01099174.1_4,GBXE01113873.1_2,GBXE01082792.1_5,GBXE01141752.1_2","GBXE01179240.1_3,GBXE01077140.1_5",None
160,113644,Calanus glacialis,6835,Calanidae,6833,Calanoida,GBXT,PRJNA237014,None,"GBXT01025485.1_4,GBXT01025479.1_4,GBXT01025487.1_4,GBXT01025486.1_4,GBXT01012641.1_5,GBXT01034247.1_6",None,None
161,6837,Calanus finmarchicus,6835,Calanidae,6833,Calanoida,GBXU,PRJNA236983,None,"GBXU01026888.1_5,GBXU01001334.1_6",None,None
162,6720,Pacifastacus leniusculus,6713,Astacidae,6683,Decapoda,GBYW,PRJNA259594,None,GBYW01047560.1_4,None,None
163,95602,Eriocheir sinensis,72876,Varunidae,6683,Decapoda,GBZW,PRJNA259036,26095804,"GBZW01012373.1_2,GBZW01021033.1_1",None,None
164,158387,Tigriopus japonicus,512265,Harpacticidae,41212,Harpacticoida,GCHA,PRJNA274317,26024611,"GCHA01014088.1_1,GCHA01014435.1_1,GCHA01039462.1_1,GCHA01039788.1_1,GCHA01030046.1_1,GCHA01030047.1_1",None,None
165,565004,Paracyclopina nana,564998,Cyclopettidae,84308,Cyclopoida,GCJT,PRJNA268783,26001055,"GCJT01000667.1_1,GCJT01015733.1_1,GCJT01019588.1_4",None,None
166,159736,Macrobrachium nipponense,6695,Palaemonidae,6683,Decapoda,GCVG,PRJNA278700,None,GCVG01019575.1_5,None,None
167,6689,Litopenaeus vannamei,6685,Penaeidae,6683,Decapoda,GCVY,PRJNA77889,DOI: 10.1111/j.1365-2109.2011.02956.x,None,None,None
