tsa_id,species,order,family,oskar,TSA,bioproject,biosample,sex,stage,tissue,raw_tissue,brain,germline,clean_tissue,clean_stage,clean_sex
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628884,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628884,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628885,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628885,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628886,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628886,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628887,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628887,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628888,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628888,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628889,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628889,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628890,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628890,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628891,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628891,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628892,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628892,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628893,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628893,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628894,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628894,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628895,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628895,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628896,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628896,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628897,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628897,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628898,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628898,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628899,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628899,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628900,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628900,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628901,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628901,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628902,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628902,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628903,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628903,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628904,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628904,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628905,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628905,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628906,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628906,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628907,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628907,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628908,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628908,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628909,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628909,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628910,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628910,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628911,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628911,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628912,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628912,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628913,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628913,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628914,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628914,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628915,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628915,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628916,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628916,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628917,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628917,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628918,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628918,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628919,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628919,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628920,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628920,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628921,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628921,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628922,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628922,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628923,female,None,None,None,0,0,None,None,female
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628923,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628924,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628924,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628925,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628925,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628926,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628926,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628927,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628927,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628928,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628928,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628929,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628929,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628930,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628930,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628931,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628931,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628932,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628932,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628933,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628933,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628934,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628934,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628935,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628935,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628936,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628936,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628937,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628937,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628938,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628938,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628939,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628939,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628940,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628940,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628941,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628941,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628942,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628942,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628943,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628943,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628944,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628944,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628945,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628945,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628946,male,None,None,None,0,0,None,None,male
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628946,None,adult,None,None,0,0,None,adult,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628822,None,None,antennae,antennae,0,0,antennae,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628823,None,None,antennae,antennae,0,0,antennae,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628824,None,None,antennae,antennae,0,0,antennae,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628825,None,None,antennae,antennae,0,0,antennae,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628826,None,None,antennae,antennae,0,0,antennae,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628827,None,None,antennae,antennae,0,0,antennae,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628828,None,None,antennae,antennae,0,0,antennae,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628829,None,None,antennae,antennae,0,0,antennae,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628872,None,None,antennae,antennae,0,0,antennae,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628873,None,None,antennae,antennae,0,0,antennae,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628874,None,None,antennae,antennae,0,0,antennae,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628875,None,None,antennae,antennae,0,0,antennae,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628883,None,None,antennae,antennae,0,0,antennae,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628884,None,None,antennae,antennae,0,0,antennae,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628885,None,None,antennae,antennae,0,0,antennae,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628886,None,None,antennae,antennae,0,0,antennae,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628930,None,None,antennae,antennae,0,0,antennae,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628931,None,None,antennae,antennae,0,0,antennae,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628932,None,None,antennae,antennae,0,0,antennae,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628830,None,None,brains,brains,1,0,brain,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628831,None,None,brains,brains,1,0,brain,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628832,None,None,brains,brains,1,0,brain,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628833,None,None,brains,brains,1,0,brain,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628834,None,None,brains,brains,1,0,brain,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628835,None,None,brains,brains,1,0,brain,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628836,None,None,brains,brains,1,0,brain,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628837,None,None,brains,brains,1,0,brain,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628879,None,None,brains,brains,1,0,brain,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628880,None,None,brains,brains,1,0,brain,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628881,None,None,brains,brains,1,0,brain,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628882,None,None,brains,brains,1,0,brain,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628916,None,None,brains,brains,1,0,brain,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628917,None,None,brains,brains,1,0,brain,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628918,None,None,brains,brains,1,0,brain,None,None
GFNA,aedes_aegypti,Diptera,Culicidae,not found,GFNA00000000.1,PRJNA236239,SAMN02628919,None,None,brains,brains,1,0,brain,None,None
