TSA,tsa_id,tax_id,species,family_id,family_name,order_id,order_name,bioproject,biosample,keywords,raw_tissue,raw_sex,raw_stage,clean_tissue,clean_sex,clean_stage,brain,germline,egg,larvae,pupae,juvenil,adult
GFUB,GFUB00000000.1,29025,Podisus maculiventris,160513.0,Pentatomidae,7524,Hemiptera,PRJNA237979,SAMN07370531,"['female', 'adult', 'whole insects']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFUB,GFUB00000000.1,29025,Podisus maculiventris,160513.0,Pentatomidae,7524,Hemiptera,PRJNA237979,SAMN07370532,"['female', 'adult', 'whole insects']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFUB,GFUB00000000.1,29025,Podisus maculiventris,160513.0,Pentatomidae,7524,Hemiptera,PRJNA237979,SAMN07370533,"['female', 'adult', 'whole insects']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFUB,GFUB00000000.1,29025,Podisus maculiventris,160513.0,Pentatomidae,7524,Hemiptera,PRJNA237979,SAMN07370534,"['female', 'adult', 'whole insects']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFUB,GFUB00000000.1,29025,Podisus maculiventris,160513.0,Pentatomidae,7524,Hemiptera,PRJNA237979,SAMN07370535,"['female', 'adult', 'whole insects']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFUB,GFUB00000000.1,29025,Podisus maculiventris,160513.0,Pentatomidae,7524,Hemiptera,PRJNA237979,SAMN07370536,"['female', 'adult', 'whole insects']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFUB,GFUB00000000.1,29025,Podisus maculiventris,160513.0,Pentatomidae,7524,Hemiptera,PRJNA237979,SAMN07370537,"['female', 'adult', 'whole insects']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFUB,GFUB00000000.1,29025,Podisus maculiventris,160513.0,Pentatomidae,7524,Hemiptera,PRJNA237979,SAMN07370538,"['female', 'adult', 'whole insects']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFUB,GFUB00000000.1,29025,Podisus maculiventris,160513.0,Pentatomidae,7524,Hemiptera,PRJNA237979,SAMN07370539,"['female', 'adult', 'whole insects']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFUB,GFUB00000000.1,29025,Podisus maculiventris,160513.0,Pentatomidae,7524,Hemiptera,PRJNA237979,SAMN07370540,"['female', 'adult', 'whole insects']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFUB,GFUB00000000.1,29025,Podisus maculiventris,160513.0,Pentatomidae,7524,Hemiptera,PRJNA237979,SAMN07370541,"['female', 'adult', 'whole insects']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFUB,GFUB00000000.1,29025,Podisus maculiventris,160513.0,Pentatomidae,7524,Hemiptera,PRJNA237979,SAMN07370542,"['female', 'adult', 'whole insects']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFUB,GFUB00000000.1,29025,Podisus maculiventris,160513.0,Pentatomidae,7524,Hemiptera,PRJNA237979,SAMN07370543,"['female', 'adult', 'whole insects']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFUB,GFUB00000000.1,29025,Podisus maculiventris,160513.0,Pentatomidae,7524,Hemiptera,PRJNA237979,SAMN07370544,"['female', 'adult', 'whole insects']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GFOX,GFOX00000000.1,37000,Pyrrhocoris apterus,36998.0,Pyrrhocoridae,7524,Hemiptera,PRJNA389968,SAMN07211674,"['adult', 'pooled male and female', 'salivary gland']",adult,pooled male and female,adult,whole organism,pooled sex,adult,0,0,0,0,0,0,1
GEON,GEON00000000.1,1178138,Palaephatus luteolus,98973.0,Palaephatidae,7088,Lepidoptera,PRJNA298054,SAMN02370283,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GEOO,GEOO00000000.1,1407613,Phymatopus californicus,41021.0,Hepialidae,7088,Lepidoptera,PRJNA298054,SAMN02370274,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GFAF,GFAF00000000.1,217443,Cotesia vestalis,7402.0,Braconidae,7399,Hymenoptera,PRJNA227317,SAMN02401328,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GBBY,GBBY00000000.1,69820,Spodoptera litura,7100.0,Noctuidae,7088,Lepidoptera,PRJNA232395,SAMN02442366,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058407,"['female', 'adult', 'fat body']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058408,"['female', 'adult', 'fat body']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058409,"['female', 'adult', 'fat body']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058410,"['female', 'adult', 'fat body']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058411,"['female', 'adult', 'fat body']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058412,"['female', 'adult', 'fat body']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058413,"['female', 'adult', 'fat body']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058414,"['female', 'adult', 'fat body']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058415,"['female', 'adult', 'fat body']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058416,"['female', 'adult', 'fat body']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058417,"['female', 'adult', 'fat body']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058418,"['female', 'adult', 'fat body']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058419,"['female', 'adult', 'fat body']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058420,"['female', 'adult', 'fat body']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058421,"['female', 'adult', 'fat body']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058422,"['female', 'adult', 'fat body']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058423,"['female', 'adult', 'flight muscle']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058424,"['female', 'adult', 'flight muscle']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058425,"['female', 'adult', 'flight muscle']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058426,"['female', 'adult', 'flight muscle']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058427,"['female', 'adult', 'flight muscle']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAIZ,GAIZ00000000.1,7000,Gryllus firmus,6995.0,Gryllidae,6993,Orthoptera,PRJNA198853,SAMN02058428,"['female', 'adult', 'flight muscle']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GEVJ,GEVJ00000000.1,115425,Cochliomyia hominivorax,7371.0,Calliphoridae,7147,Diptera,PRJNA324578,SAMN05213682,"['adult', 'male', 'testes']",adult,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GEOO,GEOO00000000.1,1407613,Phymatopus californicus,41021.0,Hepialidae,7088,Lepidoptera,PRJNA298054,SAMN02370274,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GEON,GEON00000000.1,1178138,Palaephatus luteolus,98973.0,Palaephatidae,7088,Lepidoptera,PRJNA298054,SAMN02370283,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GEZY,GEZY00000000.1,7048,Sitophilus oryzae,7042.0,Curculionidae,7041,Coleoptera,PRJNA341819,SAMN05790886,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GEZY,GEZY00000000.1,7048,Sitophilus oryzae,7042.0,Curculionidae,7041,Coleoptera,PRJNA341819,SAMN05790887,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GDIO,GDIO00000000.1,229990,Locusta migratoria manilensis,7002.0,Acrididae,6993,Orthoptera,PRJNA283919,SAMN03704890,"['adult', 'male', 'fat body']",adult,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GDIO,GDIO00000000.1,229990,Locusta migratoria manilensis,7002.0,Acrididae,6993,Orthoptera,PRJNA283919,SAMN03704948,"['adult', 'male', 'fat body']",adult,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GDIO,GDIO00000000.1,229990,Locusta migratoria manilensis,7002.0,Acrididae,6993,Orthoptera,PRJNA283919,SAMN03704952,"['adult', 'male', 'hemocyte']",adult,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GDIO,GDIO00000000.1,229990,Locusta migratoria manilensis,7002.0,Acrididae,6993,Orthoptera,PRJNA283919,SAMN03704957,"['adult', 'male', 'hemocyte']",adult,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GFAF,GFAF00000000.1,217443,Cotesia vestalis,7402.0,Braconidae,7399,Hymenoptera,PRJNA227317,SAMN02401328,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GDUN,GDUN00000000.1,7159,Aedes aegypti,7157.0,Culicidae,7147,Diptera,PRJNA298896,SAMN04168647,"['adult', 'pooled male and female', 'salivary glands']",adult,pooled male and female,adult,whole organism,pooled sex,adult,0,0,0,0,0,0,1
GDHC,GDHC00000000.1,30085,Lygus hesperus,30083.0,Miridae,7524,Hemiptera,PRJNA284294,SAMN02222160,"['adult', 'female']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GDHC,GDHC00000000.1,30085,Lygus hesperus,30083.0,Miridae,7524,Hemiptera,PRJNA284294,SAMN02222161,"['adult', 'female']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GDHC,GDHC00000000.1,30085,Lygus hesperus,30083.0,Miridae,7524,Hemiptera,PRJNA284294,SAMN02222162,"['adult', 'male']",adult,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GDHC,GDHC00000000.1,30085,Lygus hesperus,30083.0,Miridae,7524,Hemiptera,PRJNA284294,SAMN02222163,"['adult', 'male']",adult,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GDHC,GDHC00000000.1,30085,Lygus hesperus,30083.0,Miridae,7524,Hemiptera,PRJNA284294,SAMN02222164,"['adult', 'male']",adult,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GDHC,GDHC00000000.1,30085,Lygus hesperus,30083.0,Miridae,7524,Hemiptera,PRJNA284294,SAMN02222165,"['adult', 'male']",adult,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GDHC,GDHC00000000.1,30085,Lygus hesperus,30083.0,Miridae,7524,Hemiptera,PRJNA284294,SAMN02222166,"['adult', 'male']",adult,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GDHC,GDHC00000000.1,30085,Lygus hesperus,30083.0,Miridae,7524,Hemiptera,PRJNA284294,SAMN02222167,"['adult', 'male']",adult,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GAPW,GAPW00000000.1,7160,Aedes albopictus,7157.0,Culicidae,7147,Diptera,PRJNA223166,SAMN02378353,"['adult', 'female', 'reproductive organs']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAWS,GAWS00000000.2,6978,Periplaneta americana,6974.0,Blattidae,85823,Blattodea,PRJNA219590,SAMN02047124,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAXH,GAXH00000000.2,299019,Parides eurimedes,7143.0,Papilionidae,7088,Lepidoptera,PRJNA219589,SAMN02047186,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAUM,GAUM00000000.2,438506,Machilis hrabei,50558.0,Machilidae,29994,Archaeognatha,PRJNA219574,SAMN02047109,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GATA,GATA00000000.2,1323541,Meloe violaceus,34672.0,Meloidae,7041,Coleoptera,PRJNA219578,SAMN02047163,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAST,GAST00000000.2,265386,Polyommatus icarus,27544.0,Lycaenidae,7088,Lepidoptera,PRJNA219596,SAMN02047136,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GASS,GASS00000000.2,763388,Platycentropus radiatus,50645.0,Limnephilidae,30263,Trichoptera,PRJNA219594,SAMN02047196,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAZM,GAZM00000000.2,50597,Stylops melittae,41038.0,Stylopidae,30261,Strepsiptera,PRJNA219603,SAMN02047139,"['male', 'adult']",adult,male,male,whole organism,male,None,0,0,0,0,0,0,0
GAVA,GAVA00000000.2,670663,Triarthria setipennis,27474.0,Tachinidae,7147,Diptera,PRJNA219612,SAMN02047117,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAZB,GAZB00000000.2,1323565,Lepicerus sp. AD-2013,110034.0,Lepiceridae,7041,Coleoptera,PRJNA219569,SAMN02047177,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAYB,GAYB00000000.2,287248,Zygaena fausta,115354.0,Zygaenidae,7088,Lepidoptera,PRJNA219621,SAMN02047113,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAUK,GAUK00000000.2,1049336,Ephemera danica,50581.0,Ephemeridae,30073,Ephemeroptera,PRJNA219552,SAMN02047152,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GATY,GATY00000000.2,212616,Chrysis viridula,27511.0,Chrysididae,7399,Hymenoptera,PRJNA219540,SAMN02047158,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GATH,GATH00000000.2,172808,Bittacus pilicornis,27422.0,Bittacidae,27420,Mecoptera,PRJNA219530,SAMN02047197,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAUH,GAUH00000000.2,52562,Panorpa vulgaris,50439.0,Panorpidae,27420,Mecoptera,PRJNA219588,SAMN02047142,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAUG,GAUG00000000.2,1323549,Meinertellus cundinamarcensis,85513.0,Meinertellidae,29994,Archaeognatha,PRJNA219577,SAMN02047182,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAVV,GAVV00000000.2,417508,Pseudomallada prasinus,7520.0,Chrysopidae,7516,Neuroptera,PRJNA219548,SAMN02047105,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GASY,GASY00000000.2,173635,Dyseriocrania subpurpurella,41178.0,Eriocraniidae,7088,Lepidoptera,PRJNA219549,SAMN02047140,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAYH,GAYH00000000.2,1323535,Conwentzia psociformis,279441.0,Coniopterygidae,7516,Neuroptera,PRJNA219541,SAMN02047147,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAYJ,GAYJ00000000.2,459531,Atelura formicaria,85509.0,Nicoletiidae,30264,Zygentoma,PRJNA219527,SAMN02047107,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GATJ,GATJ00000000.2,189979,Bibio marci,52729.0,Bibionidae,7147,Diptera,PRJNA219529,SAMN02047144,"['male', 'adult']",adult,male,male,whole organism,male,None,0,0,0,0,0,0,0
GATI,GATI00000000.2,240869,Bombylius major,50674.0,Bombyliidae,7147,Diptera,PRJNA219532,SAMN02047145,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAMD,GAMD00000000.1,42839,Anopheles aquasalis,7157.0,Culicidae,7147,Diptera,PRJNA210899,SAMN02230078,"['adult', 'female', 'whole body']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GALA,GALA00000000.1,869069,Psorophora albipes,7157.0,Culicidae,7147,Diptera,PRJNA208958,SAMN02206474,"['adult', 'female', 'salivary gland']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GCVX,GCVX00000000.1,65032,Epiphyas postvittana,7139.0,Tortricidae,7088,Lepidoptera,PRJNA236624,SAMN02602875,"['adult', 'female', 'antennae']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GCVX,GCVX00000000.1,65032,Epiphyas postvittana,7139.0,Tortricidae,7088,Lepidoptera,PRJNA236624,SAMN02602876,"['adult', 'male', 'antennae']",adult,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GDAW,GDAW00000000.1,50650,Lygus lineolaris,30083.0,Miridae,7524,Hemiptera,PRJNA280549,SAMN03464333,"['adult', 'pooled male and female', 'salivary gland']",adult,pooled male and female,adult,whole organism,pooled sex,adult,0,0,0,0,0,0,1
GDHC,GDHC00000000.1,30085,Lygus hesperus,30083.0,Miridae,7524,Hemiptera,PRJNA284294,SAMN02222160,"['adult', 'female']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GDHC,GDHC00000000.1,30085,Lygus hesperus,30083.0,Miridae,7524,Hemiptera,PRJNA284294,SAMN02222161,"['adult', 'female']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GDHC,GDHC00000000.1,30085,Lygus hesperus,30083.0,Miridae,7524,Hemiptera,PRJNA284294,SAMN02222162,"['adult', 'male']",adult,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GDHC,GDHC00000000.1,30085,Lygus hesperus,30083.0,Miridae,7524,Hemiptera,PRJNA284294,SAMN02222163,"['adult', 'male']",adult,male,adult,whole organism,male,adult,0,0,0,0,0,0,1
GARQ,GARQ00000000.1,7038,Bemisia tabaci,7036.0,Aleyrodidae,7524,Hemiptera,PRJNA232955,SAMN02567293,"['adult', 'whole body']",adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAMC,GAMC00000000.1,7213,Ceratitis capitata,7211.0,Tephritidae,7147,Diptera,PRJNA208956,SAMN02208095,"['adult', 'whole body']",adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAMC,GAMC00000000.1,7213,Ceratitis capitata,7211.0,Tephritidae,7147,Diptera,PRJNA208956,SAMN02208096,"['adult', 'whole body']",adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAMC,GAMC00000000.1,7213,Ceratitis capitata,7211.0,Tephritidae,7147,Diptera,PRJNA208956,SAMN02208097,"['adult', 'whole body']",adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAMC,GAMC00000000.1,7213,Ceratitis capitata,7211.0,Tephritidae,7147,Diptera,PRJNA208956,SAMN02208101,"['adult', 'whole body']",adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAMC,GAMC00000000.1,7213,Ceratitis capitata,7211.0,Tephritidae,7147,Diptera,PRJNA208956,SAMN02208102,"['adult', 'whole body']",adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAMC,GAMC00000000.1,7213,Ceratitis capitata,7211.0,Tephritidae,7147,Diptera,PRJNA208956,SAMN02208103,"['adult', 'whole body']",adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAMC,GAMC00000000.1,7213,Ceratitis capitata,7211.0,Tephritidae,7147,Diptera,PRJNA208956,SAMN02208107,"['adult', 'whole body']",adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAMC,GAMC00000000.1,7213,Ceratitis capitata,7211.0,Tephritidae,7147,Diptera,PRJNA208956,SAMN02208108,"['adult', 'whole body']",adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAMC,GAMC00000000.1,7213,Ceratitis capitata,7211.0,Tephritidae,7147,Diptera,PRJNA208956,SAMN02208109,"['adult', 'whole body']",adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GATX,GATX00000000.1,1499517,Annulipalpia sp. AD-2013,,,30263,Trichoptera,PRJNA219539,SAMN02047195,['adult'],adult,None,adult,whole organism,None,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464013,"['female', 'adult', 'bursa']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464014,"['female', 'adult', 'bursal gland']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464015,"['female', 'adult', 'thorax']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464016,"['female', 'adult', 'bursa']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464017,"['female', 'adult', 'bursa']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464018,"['female', 'adult', 'bursal gland']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464019,"['female', 'adult', 'bursal gland']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464020,"['female', 'adult', 'bursa']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464021,"['female', 'adult', 'thorax']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464022,"['female', 'adult', 'bursa']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464023,"['female', 'adult', 'bursal gland']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464024,"['female', 'adult', 'bursal gland']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464115,"['female', 'adult', 'bursa']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464116,"['female', 'adult', 'bursal gland']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464117,"['female', 'adult', 'thorax']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464118,"['female', 'adult', 'bursa']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464119,"['female', 'adult', 'bursa']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464120,"['female', 'adult', 'bursal gland']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464121,"['female', 'adult', 'bursal gland']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464122,"['female', 'adult', 'bursa']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464123,"['female', 'adult', 'bursal gland']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
GAVD,GAVD00000000.1,29057,Ostrinia nubilalis,268499.0,Crambidae,7088,Lepidoptera,PRJNA232037,SAMN02464124,"['female', 'adult', 'thorax']",adult,female,adult,whole organism,female,adult,0,0,0,0,0,0,1
